UF	Município	ID	Nº Processo	Vinculada	Termo/Nº Convênio	Ano Termo/Convênio	Programa	Fonte	Esfera	Tipologia	Situação da Obra	% Executado (Informado pelo Municípo	Última Vistoria Instituição	% Executado Empresa	Última Vistoria Empresa	Empresa realizadora da Supervisão	Restrições	Inconformidades
PA	Xinguara	30918	23400010519201231	NÃO	3742	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	15/05/2014	85.83%	17/01/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Itamari	30919	23400010523201207	NÃO	3940	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	79.37%	14/07/2016	73.46%	26/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
SE	Lagarto	30920	23400010526201232	NÃO	3775	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	30/11/2015	100.00%	25/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SE	Lagarto	30921	23400010526201232	NÃO	3775	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	22/04/2016	54.94%	11/09/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PA	Novo Repartimento	30922	23400010537201212	NÃO	3836	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	22/04/2015	98.25%	01/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PA	Novo Repartimento	30923	23400010537201212	NÃO	3836	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	84.98%	02/08/2016	62.80%	14/04/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Novo Horizonte	30924	23400010539201210	NÃO	3804	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	53.95%	19/08/2016	46.19%	19/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
BA	Luís Eduardo Magalhães	30925	23400010545201269	NÃO	3894	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	15/12/2014	93.73%	11/06/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Luís Eduardo Magalhães	30926	23400010545201269	NÃO	3894	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	15/12/2014	97.70%	14/01/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Luís Eduardo Magalhães	30927	23400010545201269	NÃO	3894	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	15/12/2014	97.73%	14/01/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
CE	Granja	30928	23400010551201216	NÃO	3929	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	79.62%	10/08/2016	17.09%	19/06/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Granja	30929	23400010551201216	NÃO	3929	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	26/07/2016	47.23%	15/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Granja	30930	23400010551201216	NÃO	3929	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.99%	21/07/2016	2.05%	19/06/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
BA	Jacobina	30931	23400010555201202	SIM	3918	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	92.34%	22/08/2016	62.03%	27/05/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Jacobina	30932	23400010555201202	SIM	3918	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	92.58%	22/08/2016	67.08%	26/05/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Jacobina	30933	23400010555201202	SIM	3918	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	15/12/2015	100.00%	19/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
CE	Crato	30934	23400010565201230	NÃO	3871	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Paralisada	62.70%	23/06/2016	32.08%	10/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
BA	Fátima	30936	23400010570201242	NÃO	3812	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Paralisada	61.58%	06/07/2016	62.28%	12/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
PA	Oriximiná	30938	23400010571201297	NÃO	3841	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	10/11/2014	71.23%	25/06/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Jeremoabo	30941	23400010578201217	NÃO	3914	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	03/07/2015	95.49%	11/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Jeremoabo	30942	23400010578201217	NÃO	3914	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	16/10/2015	95.81%	13/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
GO	Formosa	30943	23400010579201253	NÃO	3777	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	11/02/2015	37.64%	06/12/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
CE	Maracanaú	30944	23400010582201277	NÃO	3818	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	13/01/2015	52.79%	20/08/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Maracanaú	30945	23400010582201277	NÃO	3818	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	13/01/2015	78.96%	20/08/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MA	Buriti	30946	23400010585201219	SIM	3828	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	69.17%	07/07/2016	6.46%	19/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Balsas	30947	23400010590201213	NÃO	3832	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	59.71%	14/07/2016	22.51%	20/01/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
MA	Balsas	30948	23400010590201213	NÃO	3832	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	92.40%	01/12/2015	40.70%	20/01/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
MA	Balsas	30949	23400010590201213	NÃO	3832	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	92.40%	01/12/2015	51.20%	20/01/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Aldeias Altas	30950	23400010595201246	NÃO	3745	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	30.26%	22/06/2016	0.79%	25/04/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Aldeias Altas	30951	23400010595201246	NÃO	3745	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	64.10%	22/06/2016	20.83%	15/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Aldeias Altas	30952	23400010595201246	NÃO	3745	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	71.20%	22/06/2016	21.82%	06/10/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Timóteo	30953	23400010598201280	SIM	3868	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	72.45%	23/08/2016	55.37%	28/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Timóteo	30954	23400010598201280	NÃO	3868	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	91.47%	23/08/2016	73.92%	28/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Santa Rita	30955	23400010603201254	NÃO	3942	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	76.31%	23/08/2016	28.88%	21/05/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	São Francisco	30956	23400010608201287	NÃO	3799	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Paralisada	34.33%	05/07/2016	30.52%	20/10/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	São Francisco	30957	23400010608201287	NÃO	3799	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Paralisada	77.90%	05/07/2016	57.40%	14/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	São João do Carú	30959	23400010625201214	NÃO	3831	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	24/03/2016	94.33%	13/01/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MA	Magalhães de Almeida	30960	23400010635201250	NÃO	3830	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	60.16%	25/07/2016	5.07%	20/05/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Contagem	30962	23400010654201286	NÃO	3874	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	96.98%	06/03/2015	0.36%	11/06/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Contagem	30963	23400010654201286	NÃO	3874	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.94%	06/03/2015	0.04%	11/06/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	São Francisco	30964	23400010665201266	NÃO	3846	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	52.19%	12/05/2016	44.42%	25/02/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MS	Porto Murtinho	30967	23400010701201291	NÃO	3946	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	04/12/2015	22.90%	07/05/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MS	Aquidauana	30968	23400010710201282	NÃO	3945	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	62.98%	14/07/2016	26.26%	23/09/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MT	Várzea Grande	30969	23400010720201218	NÃO	7547	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	89.67%	24/08/2016	17.71%	15/01/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
PA	Novo Repartimento	30970	23400010739201264	NÃO	3837	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.98%	09/10/2015	99.98%	31/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PA	Cametá	30971	23400010746201266	NÃO	3839	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	02/06/2015	90.14%	12/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PA	Santarém	30972	23400010757201246	NÃO	3889	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	29/06/2016	15.16%	12/02/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Aramari	30973	23400010628201258	NÃO	3898	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	02/06/2014	90.16%	23/04/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PA	Barcarena	30974	23400010793201218	NÃO	3715	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	04/08/2016	76.36%	21/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PA	Medicilândia	30975	23400010809201284	SIM	3917	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	85.11%	02/08/2016	19.05%	30/07/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PB	Picuí	30976	23400010821201299	NÃO	3902	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	90.34%	18/08/2016	82.08%	09/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PB	Araruna	30977	23400010831201224	NÃO	3847	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	04/05/2016	67.72%	10/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PB	Cajazeiras	30978	23400010837201200	NÃO	3901	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	19/12/2014	79.77%	10/06/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
BA	Conceição do Coité	30980	23400010631201271	NÃO	3795	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	13/05/2015	97.64%	10/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PE	Timbaúba	30981	23400010856201228	NÃO	3737	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	95.90%	25/07/2016	84.42%	18/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PE	Timbaúba	30982	23400010856201228	NÃO	3737	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	99.98%	04/08/2016	98.42%	18/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PE	Tacaratu	30983	23400010866201263	NÃO	3908	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	60.13%	25/08/2016	13.71%	14/01/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PE	Panelas	30985	23400010873201265	NÃO	3848	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	99.31%	18/08/2016	77.20%	21/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Eunápolis	30986	23400010647201284	NÃO	3936	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.99%	04/05/2016	92.33%	16/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PE	Tupanatinga	30987	23400010880201267	NÃO	3776	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	53.20%	04/07/2016	51.17%	20/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
BA	Gandu	30988	23400010650201206	NÃO	3816	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Paralisada	31.15%	04/08/2016	26.14%	14/09/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SE	Cristinápolis	30989	23400010888201223	NÃO	3859	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	14/11/2014	47.30%	09/01/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PR	Campina Grande do Sul	30992	23400010901201244	NÃO	3851	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	23.03%	01/08/2016	19.50%	27/07/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
BA	Ibirataia	30993	23400010660201233	NÃO	3921	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	10/11/2015	94.82%	26/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Ipiaú	30994	23400010666201219	NÃO	3769	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	74.81%	10/08/2016	10.30%	17/07/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
BA	Irecê	30995	23400010672201268	NÃO	3788	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.99%	28/06/2016	15.42%	16/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Itajuípe	30996	23400010691201294	NÃO	3913	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	96.67%	14/07/2016	84.49%	12/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
RN	São José de Mipibu	30997	23400010916201211	NÃO	3852	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	86.81%	08/08/2016	73.96%	14/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
BA	Jitaúna	30998	23400010695201272	NÃO	3741	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	14/04/2016	99.75%	19/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
RO	Mirante da Serra	31000	23400010951201221	NÃO	3855	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	89.49%	22/07/2016	69.96%	04/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SE	Umbaúba	31001	23400010960201212	NÃO	3860	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	68.80%	16/08/2016	34.58%	18/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SE	Nossa Senhora do Socorro	31002	23400010970201258	NÃO	3861	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.61%	20/01/2016	98.84%	25/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Laje	31003	23400010698201214	SIM	3731	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	49.97%		40.60%	14/03/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
SE	Simão Dias	31004	23400010982201282	NÃO	3862	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	26/03/2015	20.11%	16/07/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Guarulhos	31006	23400010987201213	NÃO	3725	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.99%	10/12/2014	22.14%	26/06/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Guarulhos	31007	23400010987201213	NÃO	3725	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	94.81%	05/02/2015	99.83%	24/02/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Guarulhos	31008	23400010987201213	NÃO	3725	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.99%	01/12/2014	23.43%	13/05/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Mata de São João	31009	23400010705201270	NÃO	3912	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	30/12/2014	63.35%	01/07/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SE	Poço Redondo	31012	23400010978201214	NÃO	3863	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	96.81%	28/07/2016	91.27%	26/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Bofete	31016	23400011021201295	SIM	3805	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.99%	17/06/2016	96.29%	17/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Porto Seguro	31017	23400010706201214	SIM	3927	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	16/08/2016	16.89%	23/04/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Sorocaba	31018	23400011031201221	NÃO	3891	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.99%	08/03/2016	10.59%	07/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Riacho de Santana	31019	23400010712201271	NÃO	3811	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	14/03/2016	93.70%	16/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Utinga	31020	23400010716201250	NÃO	3807	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	25/05/2014	100.00%	22/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Xique-Xique	31021	23400010721201262	NÃO	3790	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	21/10/2014	62.51%	26/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
CE	Aurora	31025	23400010728201284	NÃO	3826	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Paralisada	49.35%	01/08/2016	52.39%	11/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
CE	Barbalha	31026	23400010732201242	NÃO	3825	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	30/10/2014	51.95%	13/05/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PA	Curralinho	31027	23400011054201235	NÃO	3840	2013	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	25/08/2014	85.04%	16/06/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
CE	Baturité	31028	23400010734201231	NÃO	3751	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	24/04/2014	98.78%	10/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Croatá	31029	23400010737201275	NÃO	3823	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	02/03/2015	23.44%	19/06/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Iguatu	31031	23400010800201273	NÃO	3890	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	28/10/2014	93.23%	22/04/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Jaguaribara	31032	23400010806201241	NÃO	3822	2013	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	11/03/2016	57.82%	10/09/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
